#================================================================================================
#x               y               Psi             Res_Psi         Xi              Res_Xi
#================================================================================================
0.171875        0.625           0.431454        0.000343416     0.356994        0.000528229     
0.171875        0.640625        0.454029        0.000342304     0.308264        0.000477701     
0.171875        0.65625         0.476772        0.000339502     0.266           0.000432413     
0.171875        0.671875        0.499669        0.000335019     0.229379        0.000391617     
0.171875        0.6875          0.522709        0.000328874     0.197672        0.000354688     
0.171875        0.703125        0.545879        0.000321097     0.170238        0.000321107     
0.171875        0.71875         0.569168        0.00031173      0.146514        0.000290439     
0.171875        0.734375        0.592567        0.000300823     0.126004        0.00026232      
0.171875        0.75            0.616066        0.000288434     0.108275        0.000236443     
0.171875        0.765625        0.639657        0.000274635     0.0929489       0.000212549     
0.171875        0.78125         0.663332        0.0002595       0.0796948       0.000190411     
0.171875        0.796875        0.687083        0.000243116     0.0682242       0.000169837     
0.171875        0.8125          0.710903        0.000225576     0.0582858       0.000150655     
0.171875        0.828125        0.734786        0.000206977     0.04966         0.000132711     
0.171875        0.84375         0.758725        0.000187426     0.0421554       0.000115866     
0.171875        0.859375        0.782715        0.000167032     0.0356044       9.99914e-05     
0.171875        0.875           0.806748        0.00014591      0.0298602       8.49677e-05     
0.171875        0.890625        0.830822        0.000124179     0.0247936       7.06808e-05     
0.171875        0.90625         0.854928        0.000101961     0.0202902       5.70218e-05     
0.171875        0.921875        0.879064        7.93791e-05     0.0162481       4.38853e-05     
0.171875        0.9375          0.903223        5.65589e-05     0.0125756       3.11688e-05     
0.171875        0.953125        0.927401        3.36264e-05     0.00918941      1.87712e-05     
0.171875        0.96875         0.951593        1.07073e-05     0.00601242      6.59325e-06     
0.171875        0.984375        0.975794        -1.20732e-05    0.00297236      -5.46391e-06    
0.171875        1               1               0.549177        0               0               

0.1875          0               0               0               0               0               
0.1875          0.015625        0.000175834     9.58125e-07     0.127074        0.000823701     
0.1875          0.03125         0.000358988     1.08218e-06     0.258818        0.00117643      
0.1875          0.046875        0.000557221     1.23984e-06     0.400163        0.0015562       
0.1875          0.0625          0.000779239     1.43819e-06     0.556586        0.00197395      
0.1875          0.078125        0.00103532      1.68682e-06     0.734446        0.00244246      
0.1875          0.09375         0.00133822      1.99921e-06     0.941388        0.00297728      
0.1875          0.109375        0.00170442      2.39481e-06     1.18683         0.00359783      
0.1875          0.125           0.00215612      2.90284e-06     1.48252         0.00432854      
0.1875          0.140625        0.00272426      3.56852e-06     1.84293         0.00519973      
0.1875          0.15625         0.0034533       4.4639e-06      2.28527         0.00624677      
0.1875          0.171875        0.00440862      5.7057e-06      2.82789         0.00750404      
0.1875          0.1875          0.00568745      7.48328e-06     3.4852          0.00898694      
0.1875          0.203125        0.00743374      1.00972e-05     4.25566         0.0106499       
0.1875          0.21875         0.00985401      1.39981e-05     5.09904         0.01231         
0.1875          0.234375        0.0132238       1.97852e-05     5.90604         0.0135566       
0.1875          0.25            0.0178602       2.80766e-05     6.48896         0.0137794       
0.1875          0.265625        0.0240319       3.91572e-05     6.67066         0.0126366       
0.1875          0.28125         0.0318325       5.26002e-05     6.50521         0.0109719       
0.1875          0.296875        0.0412182       6.78148e-05     6.12189         0.00933126      
0.1875          0.3125          0.0520768       8.42938e-05     5.63113         0.00790543      
0.1875          0.328125        0.0642738       0.000101645     5.10484         0.00671745      
0.1875          0.34375         0.0776744       0.000119559     4.58393         0.00573673      
0.1875          0.359375        0.0921536       0.000137781     4.08959         0.00492435      
0.1875          0.375           0.107598        0.000156089     3.63158         0.00424656      
0.1875          0.390625        0.123907        0.000174284     3.21341         0.00367685      
0.1875          0.40625         0.14099         0.000192183     2.83524         0.00319492      
0.1875          0.421875        0.158768        0.000209616     2.49553         0.00278518      
0.1875          0.4375          0.177171        0.000226424     2.1919          0.00243542      
0.1875          0.453125        0.196135        0.000242458     1.92159         0.0021359       
0.1875          0.46875         0.215604        0.000257584     1.68173         0.00187874      
0.1875          0.484375        0.235531        0.000271673     1.4695          0.00165741      
0.1875          0.5             0.255869        0.00028461      1.2822          0.0014665       
0.1875          0.515625        0.276581        0.000296291     1.11728         0.00130141      
0.1875          0.53125         0.297632        0.000306621     0.972367        0.00115829      
0.1875          0.546875        0.318989        0.000315519     0.845279        0.00103383      
0.1875          0.5625          0.340626        0.000322913     0.734022        0.000925236     
0.1875          0.578125        0.362517        0.000328744     0.636782        0.000830139     
0.1875          0.59375         0.38464         0.000332962     0.551921        0.000746517     
0.1875          0.609375        0.406975        0.000335532     0.477964        0.000672662     
0.1875          0.625           0.429502        0.000336428     0.413592        0.000607131     
0.1875          0.640625        0.452207        0.000335636     0.357625        0.000548707     
0.1875          0.65625         0.475074        0.000333154     0.309016        0.000496369     
0.1875          0.671875        0.498088        0.00032899      0.266834        0.000449257     
0.1875          0.6875          0.521239        0.000323164     0.230258        0.000406654     
0.1875          0.703125        0.544515        0.000315706     0.198562        0.000367955     
0.1875          0.71875         0.567905        0.000306655     0.17111         0.000332653     
0.1875          0.734375        0.591399        0.000296063     0.147341        0.000300322     
0.1875          0.75            0.614989        0.00028399      0.126763        0.000270602     
0.1875          0.765625        0.638667        0.000270503     0.108946        0.000243184     
0.1875          0.78125         0.662424        0.00025568      0.0935152       0.000217803     
0.1875          0.796875        0.686254        0.000239606     0.0801408       0.00019423      
0.1875          0.8125          0.71015         0.000222374     0.0685355       0.000172263     
0.1875          0.828125        0.734106        0.000204083     0.0584484       0.00015172      
0.1875          0.84375         0.758115        0.000184839     0.0496598       0.00013244      
0.1875          0.859375        0.782172        0.00016475      0.0419771       0.00011427      
0.1875          0.875           0.806271        0.000143933     0.0352313       9.70732e-05     
0.1875          0.890625        0.830408        0.000122506     0.0292731       8.07162e-05     
0.1875          0.90625         0.854577        0.00010059      0.0239704       6.50738e-05     
0.1875          0.921875        0.878773        7.83106e-05     0.019205        5.00248e-05     
0.1875          0.9375          0.902992        5.57922e-05     0.0148705       3.54516e-05     
0.1875          0.953125        0.927228        3.31612e-05     0.01087         2.1239e-05      
0.1875          0.96875         0.951478        1.05434e-05     0.00711372      7.27335e-06     
0.1875          0.984375        0.975737        -1.19362e-05    0.00351733      -6.55792e-06    
0.1875          1               1               0.55284         0               0               

0.203125        0               0               0               0               0               
0.203125        0.015625        9.50992e-05     4.24948e-07     0.119993        0.000816294     
0.203125        0.03125         0.000194274     3.79958e-07     0.244738        0.0011607       
0.203125        0.046875        0.000301859     3.48596e-07     0.379298        0.00153512      
0.203125        0.0625          0.000422743     3.31331e-07     0.5294          0.00195168      
0.203125        0.078125        0.000562761     3.29703e-07     0.701884        0.00242504      
0.203125        0.09375         0.000729254     3.4689e-07      0.9053          0.00297389      
0.203125        0.109375        0.000931935     3.88814e-07     1.15076         0.00362299      
0.203125        0.125           0.00118429      4.66295e-07     1.45312         0.00440638      
0.203125        0.140625        0.00150597      5.99303e-07     1.83255         0.00537178      
0.203125        0.15625         0.00192689      8.25468e-07     2.31643         0.00658579      
0.203125        0.171875        0.00249453      1.21699e-06     2.94058         0.00813686      
0.203125        0.1875          0.00328664      1.91343e-06     3.74715         0.0101255       
0.203125        0.203125        0.00443251      3.18142e-06     4.77186         0.0126133       
0.203125        0.21875         0.00614487      5.50845e-06     6.00524         0.0154713       
0.203125        0.234375        0.0087552       9.70238e-06     7.30831         0.0180576       
0.203125        0.25            0.0127144       1.68402e-05     8.30377         0.0188622       
0.203125        0.265625        0.0184595       2.76612e-05     8.47606         0.0162758       
0.203125        0.28125         0.0260687       4.11961e-05     8.08537         0.0133061       
0.203125        0.296875        0.0354269       5.65413e-05     7.43509         0.0108648       
0.203125        0.3125          0.04636         7.3108e-05      6.70725         0.00899148      
0.203125        0.328125        0.0586926       9.05092e-05     5.98955         0.00754955      
0.203125        0.34375         0.0722657       0.00010846      5.31855         0.0064141       
0.203125        0.359375        0.0869394       0.000126726     4.70656         0.00549818      
0.203125        0.375           0.102591        0.000145096     4.15523         0.00474454      
0.203125        0.390625        0.119115        0.00016338      3.66183         0.00411512      
0.203125        0.40625         0.136415        0.000181395     3.22199         0.00358373      
0.203125        0.421875        0.154411        0.000198973     2.83094         0.00313166      
0.203125        0.4375          0.173028        0.000215954     2.48401         0.00274492      
0.203125        0.453125        0.192204        0.000232188     2.17677         0.00241274      
0.203125        0.46875         0.21188         0.000247534     1.90513         0.00212653      
0.203125        0.484375        0.232007        0.000261865     1.66538         0.0018793       
0.203125        0.5             0.25254         0.000275062     1.4541          0.00166525      
0.203125        0.515625        0.27344         0.000287017     1.2682          0.00147951      
0.203125        0.53125         0.294671        0.000297634     1.10488         0.00131794      
0.203125        0.546875        0.316202        0.000306829     0.96162         0.00117702      
0.203125        0.5625          0.338005        0.000314529     0.836126        0.00105376      
0.203125        0.578125        0.360055        0.000320671     0.726345        0.000945583     
0.203125        0.59375         0.382329        0.000325206     0.630435        0.000850299     
0.203125        0.609375        0.404809        0.000328097     0.546743        0.00076604      
0.203125        0.625           0.427474        0.000329316     0.473796        0.000691219     
0.203125        0.640625        0.450311        0.000328848     0.41028         0.000624486     
0.203125        0.65625         0.473303        0.000326692     0.355029        0.000564702     
0.203125        0.671875        0.496437        0.000322854     0.307006        0.000510902     
0.203125        0.6875          0.519701        0.000317353     0.265298        0.000462273     
0.203125        0.703125        0.543085        0.000310219     0.229097        0.000418129     
0.203125        0.71875         0.566578        0.000301492     0.19769         0.00037789      
0.203125        0.734375        0.590171        0.000291222     0.170452        0.000341066     
0.203125        0.75            0.613855        0.000279469     0.146833        0.000307239     
0.203125        0.765625        0.637623        0.000266302     0.12635         0.000276054     
0.203125        0.78125         0.661466        0.000251797     0.108581        0.000247203     
0.203125        0.796875        0.685379        0.000236039     0.0931564       0.00022042      
0.203125        0.8125          0.709354        0.000219122     0.079751        0.000195469     
0.203125        0.828125        0.733386        0.000201144     0.0680813       0.000172141     
0.203125        0.84375         0.757469        0.000182211     0.0578983       0.000150247     
0.203125        0.859375        0.781597        0.000162433     0.0489834       0.000129614     
0.203125        0.875           0.805766        0.000141925     0.0411441       0.000110082     
0.203125        0.890625        0.82997         0.000120807     0.0342104       9.14995e-05     
0.203125        0.90625         0.854204        9.91992e-05     0.0280309       7.37231e-05     
0.203125        0.921875        0.878465        7.72266e-05     0.0224704       5.6615e-05      
0.203125        0.9375          0.902746        5.50148e-05     0.0174068       4.00418e-05     
0.203125        0.953125        0.927045        3.26899e-05     0.0127285       2.38728e-05     
0.203125        0.96875         0.951356        1.03781e-05     0.0083321       7.97947e-06     
0.203125        0.984375        0.975676        -1.17957e-05    0.00412038      -7.76538e-06    
0.203125        1               1               0.55673         0               0               

0.21875         0               0               0               0               0               
0.21875         0.015625        3.95837e-05     7.93314e-08     0.108235        0.000783625     
0.21875         0.03125         8.09021e-05     -4.89199e-08    0.221005        0.00110769      
0.21875         0.046875        0.0001258       -1.76806e-07    0.343166        0.001463        
0.21875         0.0625          0.000176362     -3.07727e-07    0.480271        0.0018619       
0.21875         0.078125        0.000235082     -4.45124e-07    0.639068        0.00231955      
0.21875         0.09375         0.000305122     -5.92543e-07    0.828223        0.00285572      
0.21875         0.109375        0.000390722     -7.53592e-07    1.05944         0.00349763      
0.21875         0.125           0.000497914     -9.31618e-07    1.34927         0.00428501      
0.21875         0.140625        0.000635837     -1.12857e-06    1.72201         0.00527884      
0.21875         0.15625         0.000819285     -1.34169e-06    2.21445         0.00657639      
0.21875         0.171875        0.00107389      -1.55434e-06    2.88296         0.00833502      
0.21875         0.1875          0.0014469       -1.71191e-06    3.81197         0.0108014       
0.21875         0.203125        0.0020298       -1.66127e-06    5.11605         0.0143141       
0.21875         0.21875         0.00300387      -1.0108e-06     6.90468         0.0191448       
0.21875         0.234375        0.00472205      1.14594e-06     9.11984         0.0247792       
0.21875         0.25            0.00780993      6.5758e-06      11.0826         0.0279178       
0.21875         0.265625        0.0130921       1.74436e-05     10.9824         0.0206579       
0.21875         0.28125         0.0205301       3.11835e-05     10.0459         0.0153242       
0.21875         0.296875        0.0298761       4.65569e-05     8.92919         0.0119682       
0.21875         0.3125          0.0408811       6.30241e-05     7.86254         0.00974893      
0.21875         0.328125        0.0533331       8.02799e-05     6.90625         0.00816074      
0.21875         0.34375         0.0670548       9.80905e-05     6.06466         0.006948        
0.21875         0.359375        0.0818959       0.000116247     5.32684         0.00597954      
0.21875         0.375           0.0977278       0.000134552     4.67948         0.00518321      
0.21875         0.390625        0.114439        0.000152816     4.11044         0.00451585      
0.21875         0.40625         0.131932        0.000170859     3.60944         0.00394954      
0.21875         0.421875        0.150122        0.000188508     3.16783         0.00346495      
0.21875         0.4375          0.168935        0.000205601     2.77837         0.00304793      
0.21875         0.453125        0.188303        0.000221983     2.43485         0.00268764      
0.21875         0.46875         0.20817         0.000237511     2.13196         0.00237547      
0.21875         0.484375        0.228484        0.000252051     1.86504         0.00210438      
0.21875         0.5             0.2492          0.000265481     1.63001         0.0018685       
0.21875         0.515625        0.270277        0.00027769      1.42326         0.00166288      
0.21875         0.53125         0.29168         0.000288579     1.24157         0.00148328      
0.21875         0.546875        0.313377        0.00029806      1.08208         0.00132606      
0.21875         0.5625          0.335341        0.000306057     0.942234        0.00118809      
0.21875         0.578125        0.357545        0.000312506     0.819758        0.00106667      
0.21875         0.59375         0.379968        0.000317355     0.712611        0.000959489     
0.21875         0.609375        0.40259         0.000320565     0.618975        0.000864538     
0.21875         0.625           0.425392        0.000322108     0.537231        0.000780109     
0.21875         0.640625        0.448359        0.000321968     0.465938        0.00070474      
0.21875         0.65625         0.471476        0.000320139     0.403815        0.000637182     
0.21875         0.671875        0.49473         0.00031663      0.349727        0.000576372     
0.21875         0.6875          0.518109        0.000311459     0.302668        0.00052141      
0.21875         0.703125        0.541602        0.000304654     0.26175         0.000471526     
0.21875         0.71875         0.5652          0.000296256     0.226189        0.000426072     
0.21875         0.734375        0.588893        0.000286313     0.195294        0.000384492     
0.21875         0.75            0.612674        0.000274886     0.168457        0.000346313     
0.21875         0.765625        0.636533        0.000262043     0.145145        0.00031113      
0.21875         0.78125         0.660466        0.00024786      0.124887        0.000278592     
0.21875         0.796875        0.684463        0.000232424     0.107272        0.000248393     
0.21875         0.8125          0.708521        0.000215826     0.0919374       0.000220265     
0.21875         0.828125        0.732632        0.000198166     0.0785669       0.000193968     
0.21875         0.84375         0.756792        0.000179549     0.0668812       0.000169286     
0.21875         0.859375        0.780994        0.000160086     0.0566345       0.000146023     
0.21875         0.875           0.805235        0.000139892     0.0476103       0.000123995     
0.21875         0.890625        0.829509        0.000119086     0.0396165       0.000103031     
0.21875         0.90625         0.853813        9.77906e-05     0.0324819       8.29701e-05     
0.21875         0.921875        0.87814         7.61292e-05     0.0260533       6.36559e-05     
0.21875         0.9375          0.902488        5.4228e-05      0.0201919       4.49383e-05     
0.21875         0.953125        0.926852        3.22135e-05     0.0147705       2.66706e-05     
0.21875         0.96875         0.951228        1.02117e-05     0.0096714       8.70863e-06     
0.21875         0.984375        0.975612        -1.16519e-05    0.00478346      -9.09048e-06    
0.21875         1               1               0.560824        0               0               

0.234375        0               0               0               0               0               
0.234375        0.015625        8.75829e-06     -7.57796e-08    0.0919848       0.000312778     
0.234375        0.03125         1.79067e-05     -2.03506e-07    0.187973        0.00018225      
0.234375        0.046875        2.7858e-05      -3.36385e-07    0.292247        5.87377e-05     
0.234375        0.0625          3.90749e-05     -4.78518e-07    0.409701        -6.06662e-05    
0.234375        0.078125        5.21045e-05     -6.34486e-07    0.546288        -0.000178142    
0.234375        0.09375         6.76323e-05     -8.09674e-07    0.709702        -0.00029473     
0.234375        0.109375        8.65699e-05     -1.01076e-06    0.910509        -0.000409385    
0.234375        0.125           0.000110217     -1.2465e-06     1.16411         -0.000516919    
0.234375        0.140625        0.000140592     -1.52894e-06    1.49445         -0.000603647    
0.234375        0.15625         0.000181167     -1.87519e-06    1.94107         -0.000638568    
0.234375        0.171875        0.000238686     -2.30937e-06    2.57328         -0.000557504    
0.234375        0.1875          0.000327931     -2.86146e-06    3.51767         -0.000244712    
0.234375        0.203125        0.000484943     -3.54859e-06    5.00714         0.000433977     
0.234375        0.21875         0.000804489     -4.28495e-06    7.44072         0.00124592      
0.234375        0.234375        0.00154572      -4.53843e-06    11.3072         -0.000523518    
0.234375        0.25            0.00341688      -2.20122e-06    16.1313         -0.0196698      
0.234375        0.265625        0.00825019      9.51335e-06     14.4899         0.02336         
0.234375        0.28125         0.0155361       2.33402e-05     12.3099         0.0154417       
0.234375        0.296875        0.0248461       3.83621e-05     10.4699         0.011977        
0.234375        0.3125          0.0358748       5.43692e-05     8.98822         0.00991495      
0.234375        0.328125        0.0483902       7.11883e-05     7.77903         0.0084399       
0.234375        0.34375         0.062205        8.86289e-05     6.77098         0.00728457      
0.234375        0.359375        0.0771622       0.000106493     5.9155          0.00633791      
0.234375        0.375           0.0931276       0.000124583     5.17999         0.00554283      
0.234375        0.390625        0.109985        0.000142707     4.54186         0.0048651       
0.234375        0.40625         0.127634        0.000160676     3.98485         0.00428192      
0.234375        0.421875        0.145985        0.000178314     3.49666         0.00377704      
0.234375        0.4375          0.164963        0.00019545      3.06771         0.00333816      
0.234375        0.453125        0.184499        0.000211923     2.69024         0.00295563      
0.234375        0.46875         0.204534        0.000227585     2.35783         0.00262158      
0.234375        0.484375        0.225015        0.000242296     2.06504         0.00232945      
0.234375        0.5             0.245896        0.000255928     1.80721         0.00207368      
0.234375        0.515625        0.267136        0.000268366     1.58027         0.00184947      
0.234375        0.53125         0.288698        0.000279506     1.38067         0.00165265      
0.234375        0.546875        0.310551        0.000289257     1.20525         0.00147959      
0.234375        0.5625          0.332666        0.000297539     1.05123         0.00132715      
0.234375        0.578125        0.355017        0.000304286     0.916123        0.00119255      
0.234375        0.59375         0.377582        0.000309444     0.797733        0.00107339      
0.234375        0.609375        0.400341        0.00031297      0.69409         0.0009676       
0.234375        0.625           0.423276        0.000314834     0.603445        0.00087336      
0.234375        0.640625        0.446371        0.000315019     0.524242        0.000789116     
0.234375        0.65625         0.469611        0.00031352      0.455095        0.000713529     
0.234375        0.671875        0.492984        0.000310342     0.394777        0.000645448     
0.234375        0.6875          0.516477        0.000305502     0.342198        0.000583889     
0.234375        0.703125        0.540079        0.000299029     0.296394        0.00052801      
0.234375        0.71875         0.563782        0.000290962     0.256511        0.000477092     
0.234375        0.734375        0.587577        0.00028135      0.221797        0.000430518     
0.234375        0.75            0.611454        0.000270252     0.191588        0.000387759     
0.234375        0.765625        0.635408        0.000257737     0.165297        0.000348362     
0.234375        0.78125         0.65943         0.000243881     0.14241         0.000311931     
0.234375        0.796875        0.683515        0.000228769     0.122474        0.000278121     
0.234375        0.8125          0.707656        0.000212494     0.10509         0.000246629     
0.234375        0.828125        0.731849        0.000195156     0.0899053       0.000217185     
0.234375        0.84375         0.756088        0.000176859     0.0766118       0.000189545     
0.234375        0.859375        0.780367        0.000157714     0.0649361       0.000163487     
0.234375        0.875           0.804683        0.000137838     0.0546365       0.000138805     
0.234375        0.890625        0.82903         0.000117348     0.0454986       0.000115307     
0.234375        0.90625         0.853404        9.63672e-05     0.0373305       9.28112e-05     
0.234375        0.921875        0.877802        7.50205e-05     0.0299601       7.11444e-05     
0.234375        0.9375          0.902219        5.34334e-05     0.0232312       5.01384e-05     
0.234375        0.953125        0.926651        3.17327e-05     0.0170004       2.96296e-05     
0.234375        0.96875         0.951094        1.00447e-05     0.0111346       9.45758e-06     
0.234375        0.984375        0.975545        -1.1505e-05     0.00550811      -1.05368e-05    
0.234375        1               1               0.565097        0               0               

0.25            0               0               0               0               0               
0.25            0.015625        0               0               0.0717479       0               
0.25            0.03125         0               0               0.146691        0               
0.25            0.046875        0               0               0.228213        0               
0.25            0.0625          0               0               0.320101        0               
0.25            0.078125        0               0               0.42684         0               
0.25            0.09375         0               0               0.554044        0               
0.25            0.109375        0               0               0.70918         0               
0.25            0.125           0               0               0.902898        0               
0.25            0.140625        0               0               1.15173         0               
0.25            0.15625         0               0               1.48412         0               
0.25            0.171875        0               0               1.95532         0               
0.25            0.1875          0               0               2.68641         0               
0.25            0.203125        0               0               3.97265         0               
0.25            0.21875         0               0               6.59037         0               
0.25            0.234375        0               0               12.6625         0               
0.25            0.25            0               0               27.9911         -8.8176         
0.25            0.265625        0.00449325      5.40094e-06     18.6872         0.00806617      
0.25            0.28125         0.0115233       1.82437e-05     14.3207         0.0109314       
0.25            0.296875        0.0206537       3.21641e-05     11.7173         0.010513        
0.25            0.3125          0.0315761       4.72452e-05     9.89872         0.0094722       
0.25            0.328125        0.044047        6.33129e-05     8.50439         0.00840294      
0.25            0.34375         0.057866        8.01507e-05     7.37628         0.00743111      
0.25            0.359375        0.0728647       9.75399e-05     6.43387         0.00657281      
0.25            0.375           0.0888999       0.000115267     5.63085         0.00581919      
0.25            0.390625        0.105849        0.000133127     4.9379          0.00515736      
0.25            0.40625         0.123605        0.000150921     4.33496         0.00457531      
0.25            0.421875        0.142076        0.000168461     3.80751         0.00406277      
0.25            0.4375          0.161182        0.000185567     3.34445         0.00361104      
0.25            0.453125        0.180854        0.000202072     2.93703         0.00321274      
0.25            0.46875         0.201028        0.000217817     2.57809         0.00286149      
0.25            0.484375        0.221651        0.000232655     2.26169         0.0025517       
0.25            0.5             0.242675        0.000246455     1.98275         0.00227843      
0.25            0.515625        0.264058        0.000259093     1.73688         0.0020373       
0.25            0.53125         0.285763        0.000270461     1.52029         0.00182441      
0.25            0.546875        0.307757        0.000280463     1.3296          0.00163629      
0.25            0.5625          0.330011        0.000289016     1.16186         0.00146983      
0.25            0.578125        0.352498        0.000296049     1.01444         0.0013223       
0.25            0.59375         0.375197        0.000301505     0.884992        0.00119128      
0.25            0.609375        0.398086        0.00030534      0.771436        0.00107463      
0.25            0.625           0.421148        0.000307521     0.671915        0.000970485     
0.25            0.640625        0.444366        0.000308029     0.584772        0.000877222     
0.25            0.65625         0.467725        0.000306857     0.508536        0.000793426     
0.25            0.671875        0.491213        0.000304008     0.441894        0.000717873     
0.25            0.6875          0.514818        0.0002995       0.383683        0.000649506     
0.25            0.703125        0.538528        0.00029336      0.332868        0.000587415     
0.25            0.71875         0.562336        0.000285625     0.288534        0.000530818     
0.25            0.734375        0.586231        0.000276346     0.249868        0.000479038     
0.25            0.75            0.610206        0.000265579     0.216153        0.000431495     
0.25            0.765625        0.634253        0.000253394     0.186756        0.000387684     
0.25            0.78125         0.658367        0.000239867     0.161116        0.000347168     
0.25            0.796875        0.68254         0.000225083     0.13874         0.000309563     
0.25            0.8125          0.706767        0.000209133     0.119192        0.00027453      
0.25            0.828125        0.731042        0.000192119     0.102087        0.000241768     
0.25            0.84375         0.755362        0.000174145     0.0870861       0.000211005     
0.25            0.859375        0.779719        0.000155322     0.0738874       0.000181992     
0.25            0.875           0.804112        0.000135765     0.0622246       0.0001545       
0.25            0.890625        0.828534        0.000115594     0.0518599       0.000128317     
0.25            0.90625         0.852982        9.49318e-05     0.0425805       0.000103239     
0.25            0.921875        0.877452        7.39025e-05     0.0341949       7.90744e-05     
0.25            0.9375          0.90194         5.26324e-05     0.0265285       5.56369e-05     
0.25            0.953125        0.926443        3.12485e-05     0.0194213       3.27456e-05     
0.25            0.96875         0.950956        9.87732e-06     0.0127239       1.02229e-05     
0.25            0.984375        0.975476        -1.13555e-05    0.00629541      -1.2107e-05     
0.25            1               1               0.569524        0               0               

0.265625        0               0               0               0               0               
0.265625        0.015625        0               0               0               0               
0.265625        0.03125         0               0               0               0               
0.265625        0.046875        0               0               0               0               
0.265625        0.0625          0               0               0               0               
0.265625        0.078125        0               0               0               0               
0.265625        0.09375         0               0               0               0               
0.265625        0.109375        0               0               0               0               
0.265625        0.125           0               0               0               0               
0.265625        0.140625        0               0               0               0               
0.265625        0.15625         0               0               0               0               
0.265625        0.171875        0               0               0               0               
0.265625        0.1875          0               0               0               0               
0.265625        0.203125        0               0               0               0               
0.265625        0.21875         0               0               0               0               
0.265625        0.234375        0               0               0               0               
0.265625        0.25            0               0               22.6246         0               
0.265625        0.265625        0.00276179      4.14644e-06     17.8566         0.00879079      
0.265625        0.28125         0.00890657      1.50077e-05     14.5431         0.00975958      
0.265625        0.296875        0.0175299       2.74991e-05     12.1851         0.00964333      
0.265625        0.3125          0.0281456       4.14296e-05     10.4058         0.00902739      
0.265625        0.328125        0.040432        5.65533e-05     8.99316         0.00825185      
0.265625        0.34375         0.0541481       7.26196e-05     7.83051         0.00746204      
0.265625        0.359375        0.0691014       8.93868e-05     6.85019         0.00671299      
0.265625        0.375           0.0851333       0.000106624     6.01022         0.00602286      
0.265625        0.390625        0.10211         0.00012411      5.28267         0.00539546      
0.265625        0.40625         0.119919        0.000141634     4.64785         0.0048291       
0.265625        0.421875        0.138462        0.000158994     4.09118         0.00432007      
0.265625        0.4375          0.157654        0.000176002     3.60138         0.00386398      
0.265625        0.453125        0.177422        0.000192477     3.1695          0.00345633      
0.265625        0.46875         0.197701        0.000208254     2.78819         0.0030927       
0.265625        0.484375        0.218437        0.000223178     2.45131         0.00276883      
0.265625        0.5             0.239578        0.000237107     2.15364         0.00248073      
0.265625        0.515625        0.261082        0.000249914     1.89067         0.00222464      
0.265625        0.53125         0.28291         0.000261484     1.65845         0.00199709      
0.265625        0.546875        0.305028        0.000271716     1.45352         0.00179488      
0.265625        0.5625          0.327405        0.000280521     1.27282         0.00161508      
0.265625        0.578125        0.350017        0.000287826     1.11363         0.00145505      
0.265625        0.59375         0.372838        0.00029357      0.973511        0.0013124       
0.265625        0.609375        0.395848        0.000297704     0.8503          0.00118501      
0.265625        0.625           0.419028        0.000300195     0.74206         0.00107097      
0.265625        0.640625        0.442362        0.00030102      0.647062        0.000968638     
0.265625        0.65625         0.465835        0.000300171     0.56376         0.000876528     
0.265625        0.671875        0.489434        0.00029765      0.490776        0.000793364     
0.265625        0.6875          0.513146        0.000293472     0.426881        0.000718029     
0.265625        0.703125        0.536962        0.000287663     0.370982        0.000649553     
0.265625        0.71875         0.560872        0.000280261     0.322106        0.000587096     
0.265625        0.734375        0.584866        0.000271314     0.279389        0.000529928     
0.265625        0.75            0.608937        0.00026088      0.242065        0.000477417     
0.265625        0.765625        0.633078        0.000249026     0.209453        0.000429013     
0.265625        0.78125         0.657283        0.000235829     0.180953        0.000384236     
0.265625        0.796875        0.681544        0.000221373     0.156032        0.000342664     
0.265625        0.8125          0.705858        0.000205751     0.134219        0.000303924     
0.265625        0.828125        0.730217        0.000189063     0.115096        0.000267681     
0.265625        0.84375         0.754618        0.000171413     0.0982926       0.000233636     
0.265625        0.859375        0.779056        0.000152913     0.0834818       0.000201515     
0.265625        0.875           0.803526        0.000133679     0.070371        0.000171064     
0.265625        0.890625        0.828025        0.000113829     0.0586993       0.000142047     
0.265625        0.90625         0.852548        9.34869e-05     0.0482324       0.000114242     
0.265625        0.921875        0.877092        7.27773e-05     0.0387587       8.74371e-05     
0.265625        0.9375          0.901654        5.18266e-05     0.0300853       6.14271e-05     
0.265625        0.953125        0.926228        3.07618e-05     0.0220345       3.60134e-05     
0.265625        0.96875         0.950813        9.70985e-06     0.0144404       1.10009e-05     
0.265625        0.984375        0.975405        -1.12034e-05    0.00714598      -1.38034e-05    
0.265625        1               1               0.574078        0               0               

0.28125         0               0               0               0               0               
0.28125         0.015625        0               0               0               0               
0.28125         0.03125         0               0               0               0               
0.28125         0.046875        0               0               0               0               
0.28125         0.0625          0               0               0               0               
0.28125         0.078125        0               0               0               0               
0.28125         0.09375         0               0               0               0               
0.28125         0.109375        0               0               0               0               
0.28125         0.125           0               0               0               0               
0.28125         0.140625        0               0               0               0               
0.28125         0.15625         0               0               0               0               
0.28125         0.171875        0               0               0               0               
0.28125         0.1875          0               0               0               0               
0.28125         0.203125        0               0               0               0               
0.28125         0.21875         0               0               0               0               
0.28125         0.234375        0               0               0               0               
0.28125         0.25            0               0               16.4403         0               
